description,price,bioequivalent,image_url
DIAZEPAM L.CH. 10mg Comp. x 20,1190,diazepam,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007117977_DIAZEPAM_L.CH_10MG_COMP_X_20_200x.jpg?v=1656035300 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007117977_DIAZEPAM_L.CH_10MG_COMP_X_20_300x.jpg?v=1656035300 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007117977_DIAZEPAM_L.CH_10MG_COMP_X_20_400x.jpg?v=1656035300 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007117977_DIAZEPAM_L.CH_10MG_COMP_X_20_500x.jpg?v=1656035300 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007117977_DIAZEPAM_L.CH_10MG_COMP_X_20_600x.jpg?v=1656035300 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007117977_DIAZEPAM_L.CH_10MG_COMP_X_20_700x.jpg?v=1656035300 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007117977_DIAZEPAM_L.CH_10MG_COMP_X_20_800x.jpg?v=1656035300 800w"
NAPROXENO SODICO MINTLAB 550mg Comp. x 10,1990,naproxeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001944_NAPROXENO_SODICO_MINTLAB_550mg_Comp_.x10_200x.jpg?v=1642090340 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001944_NAPROXENO_SODICO_MINTLAB_550mg_Comp_.x10_300x.jpg?v=1642090340 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001944_NAPROXENO_SODICO_MINTLAB_550mg_Comp_.x10_400x.jpg?v=1642090340 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001944_NAPROXENO_SODICO_MINTLAB_550mg_Comp_.x10_500x.jpg?v=1642090340 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001944_NAPROXENO_SODICO_MINTLAB_550mg_Comp_.x10_600x.jpg?v=1642090340 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001944_NAPROXENO_SODICO_MINTLAB_550mg_Comp_.x10_700x.jpg?v=1642090340 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001944_NAPROXENO_SODICO_MINTLAB_550mg_Comp_.x10_800x.jpg?v=1642090340 800w"
NAPROXENO ANDROMACO 550mg Comp. x 10,1990,naproxeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018132242_NAPROXENO_ANDROMACO_550mg_Comp.x10_200x.jpg?v=1642091414 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018132242_NAPROXENO_ANDROMACO_550mg_Comp.x10_300x.jpg?v=1642091414 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018132242_NAPROXENO_ANDROMACO_550mg_Comp.x10_400x.jpg?v=1642091414 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018132242_NAPROXENO_ANDROMACO_550mg_Comp.x10_500x.jpg?v=1642091414 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018132242_NAPROXENO_ANDROMACO_550mg_Comp.x10_600x.jpg?v=1642091414 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018132242_NAPROXENO_ANDROMACO_550mg_Comp.x10_700x.jpg?v=1642091414 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018132242_NAPROXENO_ANDROMACO_550mg_Comp.x10_800x.jpg?v=1642091414 800w"
TRIOX N.F. 550mg Comp. Rec. x 10,3990,naproxeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018125121_TRIOX_N.F_FORTE_10COMP_200x.jpg?v=1648231587 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018125121_TRIOX_N.F_FORTE_10COMP_300x.jpg?v=1648231587 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018125121_TRIOX_N.F_FORTE_10COMP_400x.jpg?v=1648231587 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018125121_TRIOX_N.F_FORTE_10COMP_500x.jpg?v=1648231587 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018125121_TRIOX_N.F_FORTE_10COMP_600x.jpg?v=1648231587 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018125121_TRIOX_N.F_FORTE_10COMP_700x.jpg?v=1648231587 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800018125121_TRIOX_N.F_FORTE_10COMP_800x.jpg?v=1648231587 800w"
EUROGESIC Ad. 275mg Comp. x 10,3490,naproxeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060402744_EUROGESIC_AD_275MG_COMPX10_200x.jpg?v=1652839726 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060402744_EUROGESIC_AD_275MG_COMPX10_300x.jpg?v=1652839726 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060402744_EUROGESIC_AD_275MG_COMPX10_400x.jpg?v=1652839726 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060402744_EUROGESIC_AD_275MG_COMPX10_500x.jpg?v=1652839726 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060402744_EUROGESIC_AD_275MG_COMPX10_600x.jpg?v=1652839726 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060402744_EUROGESIC_AD_275MG_COMPX10_700x.jpg?v=1652839726 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060402744_EUROGESIC_AD_275MG_COMPX10_800x.jpg?v=1652839726 800w"
EUROGESIC FORTE 550mg Comp. x 10,4990,naproxeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060403987_EUROGESIC_FORTE_550MG_COMPX10_200x.jpg?v=1652840001 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060403987_EUROGESIC_FORTE_550MG_COMPX10_300x.jpg?v=1652840001 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060403987_EUROGESIC_FORTE_550MG_COMPX10_400x.jpg?v=1652840001 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060403987_EUROGESIC_FORTE_550MG_COMPX10_500x.jpg?v=1652840001 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060403987_EUROGESIC_FORTE_550MG_COMPX10_600x.jpg?v=1652840001 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060403987_EUROGESIC_FORTE_550MG_COMPX10_700x.jpg?v=1652840001 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060403987_EUROGESIC_FORTE_550MG_COMPX10_800x.jpg?v=1652840001 800w"
FLECTANE Comp. Rec. x 10,4490,naproxeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000057_FLECTANE_COMP_RECX10_200x.jpg?v=1651520393 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000057_FLECTANE_COMP_RECX10_300x.jpg?v=1651520393 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000057_FLECTANE_COMP_RECX10_400x.jpg?v=1651520393 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000057_FLECTANE_COMP_RECX10_500x.jpg?v=1651520393 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000057_FLECTANE_COMP_RECX10_600x.jpg?v=1651520393 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000057_FLECTANE_COMP_RECX10_700x.jpg?v=1651520393 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000057_FLECTANE_COMP_RECX10_800x.jpg?v=1651520393 800w"
FLECTANE Comp. Rec. x 30,13990,naproxeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000040_FLECTANE_COMP_RECX30_200x.jpg?v=1651520237 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000040_FLECTANE_COMP_RECX30_300x.jpg?v=1651520237 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000040_FLECTANE_COMP_RECX30_400x.jpg?v=1651520237 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000040_FLECTANE_COMP_RECX30_500x.jpg?v=1651520237 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000040_FLECTANE_COMP_RECX30_600x.jpg?v=1651520237 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000040_FLECTANE_COMP_RECX30_700x.jpg?v=1651520237 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038000040_FLECTANE_COMP_RECX30_800x.jpg?v=1651520237 800w"
EUROGESIC Oral Susp. x 60ml,6990,naproxeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404113_EUROGESIC_ORAL_SUSPX60ML_200x.jpg?v=1652840250 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404113_EUROGESIC_ORAL_SUSPX60ML_300x.jpg?v=1652840250 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404113_EUROGESIC_ORAL_SUSPX60ML_400x.jpg?v=1652840250 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404113_EUROGESIC_ORAL_SUSPX60ML_500x.jpg?v=1652840250 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404113_EUROGESIC_ORAL_SUSPX60ML_600x.jpg?v=1652840250 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404113_EUROGESIC_ORAL_SUSPX60ML_700x.jpg?v=1652840250 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404113_EUROGESIC_ORAL_SUSPX60ML_800x.jpg?v=1652840250 800w"
EUROGESIC Inf. 50mg Sup. x 6,5290,naproxeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404281_EUROGESIC_INF_50MG_SUPX6_200x.jpg?v=1652840126 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404281_EUROGESIC_INF_50MG_SUPX6_300x.jpg?v=1652840126 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404281_EUROGESIC_INF_50MG_SUPX6_400x.jpg?v=1652840126 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404281_EUROGESIC_INF_50MG_SUPX6_500x.jpg?v=1652840126 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404281_EUROGESIC_INF_50MG_SUPX6_600x.jpg?v=1652840126 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404281_EUROGESIC_INF_50MG_SUPX6_700x.jpg?v=1652840126 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060404281_EUROGESIC_INF_50MG_SUPX6_800x.jpg?v=1652840126 800w"
FLOGOTONE FORTE Comp. Rec. x 10,1990,naproxeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930097_FLOGOTONE_FORTE_200x.jpg?v=1653573016 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930097_FLOGOTONE_FORTE_300x.jpg?v=1653573016 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930097_FLOGOTONE_FORTE_400x.jpg?v=1653573016 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930097_FLOGOTONE_FORTE_500x.jpg?v=1653573016 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930097_FLOGOTONE_FORTE_600x.jpg?v=1653573016 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930097_FLOGOTONE_FORTE_700x.jpg?v=1653573016 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930097_FLOGOTONE_FORTE_800x.jpg?v=1653573016 800w"
IBUPROFENO Jbe. x 100ml,1990,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007773722_IBUPROFENO_100MG_5ML_100ML_200x.jpg?v=1648225286 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007773722_IBUPROFENO_100MG_5ML_100ML_300x.jpg?v=1648225286 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007773722_IBUPROFENO_100MG_5ML_100ML_400x.jpg?v=1648225286 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007773722_IBUPROFENO_100MG_5ML_100ML_500x.jpg?v=1648225286 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007773722_IBUPROFENO_100MG_5ML_100ML_600x.jpg?v=1648225286 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007773722_IBUPROFENO_100MG_5ML_100ML_700x.jpg?v=1648225286 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007773722_IBUPROFENO_100MG_5ML_100ML_800x.jpg?v=1648225286 800w"
IBUPROFENO 600mg Comp. x 20,1490,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_200x.jpg?v=1652576150 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_300x.jpg?v=1652576150 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_400x.jpg?v=1652576150 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_500x.jpg?v=1652576150 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_600x.jpg?v=1652576150 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_700x.jpg?v=1652576150 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_800x.jpg?v=1652576150 800w"
IBUPROFENO 200mg Comp. x 20,990,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880059_IBUPROFENO_COM_200MG_X20_5a9e17bf-88bf-43ff-b047-355b58231ddd_200x.jpg?v=1655844689 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880059_IBUPROFENO_COM_200MG_X20_5a9e17bf-88bf-43ff-b047-355b58231ddd_300x.jpg?v=1655844689 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880059_IBUPROFENO_COM_200MG_X20_5a9e17bf-88bf-43ff-b047-355b58231ddd_400x.jpg?v=1655844689 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880059_IBUPROFENO_COM_200MG_X20_5a9e17bf-88bf-43ff-b047-355b58231ddd_500x.jpg?v=1655844689 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880059_IBUPROFENO_COM_200MG_X20_5a9e17bf-88bf-43ff-b047-355b58231ddd_600x.jpg?v=1655844689 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880059_IBUPROFENO_COM_200MG_X20_5a9e17bf-88bf-43ff-b047-355b58231ddd_700x.jpg?v=1655844689 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880059_IBUPROFENO_COM_200MG_X20_5a9e17bf-88bf-43ff-b047-355b58231ddd_800x.jpg?v=1655844689 800w"
IBUPROFENO 400 mg Comp. X 20,1190,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880004_IBUPROFENO_400_mg_Comp_X20_e11fc080-bdd5-4978-b3b4-52cfa3834273_200x.jpg?v=1659474662 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880004_IBUPROFENO_400_mg_Comp_X20_e11fc080-bdd5-4978-b3b4-52cfa3834273_300x.jpg?v=1659474662 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880004_IBUPROFENO_400_mg_Comp_X20_e11fc080-bdd5-4978-b3b4-52cfa3834273_400x.jpg?v=1659474662 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880004_IBUPROFENO_400_mg_Comp_X20_e11fc080-bdd5-4978-b3b4-52cfa3834273_500x.jpg?v=1659474662 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880004_IBUPROFENO_400_mg_Comp_X20_e11fc080-bdd5-4978-b3b4-52cfa3834273_600x.jpg?v=1659474662 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880004_IBUPROFENO_400_mg_Comp_X20_e11fc080-bdd5-4978-b3b4-52cfa3834273_700x.jpg?v=1659474662 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880004_IBUPROFENO_400_mg_Comp_X20_e11fc080-bdd5-4978-b3b4-52cfa3834273_800x.jpg?v=1659474662 800w"
IBUPROFENO 200mg Tab. x 20,990,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031656_IBUPROFENO_200MG_TAB_X_20_200x.jpg?v=1652217269 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031656_IBUPROFENO_200MG_TAB_X_20_300x.jpg?v=1652217269 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031656_IBUPROFENO_200MG_TAB_X_20_400x.jpg?v=1652217269 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031656_IBUPROFENO_200MG_TAB_X_20_500x.jpg?v=1652217269 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031656_IBUPROFENO_200MG_TAB_X_20_600x.jpg?v=1652217269 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031656_IBUPROFENO_200MG_TAB_X_20_700x.jpg?v=1652217269 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031656_IBUPROFENO_200MG_TAB_X_20_800x.jpg?v=1652217269 800w"
IBUPROFENO 600mg Comp. x 20,1490,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833863_IBUPROFENO_COM_600MGX20_200x.jpg?v=1652575973 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833863_IBUPROFENO_COM_600MGX20_300x.jpg?v=1652575973 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833863_IBUPROFENO_COM_600MGX20_400x.jpg?v=1652575973 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833863_IBUPROFENO_COM_600MGX20_500x.jpg?v=1652575973 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833863_IBUPROFENO_COM_600MGX20_600x.jpg?v=1652575973 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833863_IBUPROFENO_COM_600MGX20_700x.jpg?v=1652575973 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833863_IBUPROFENO_COM_600MGX20_800x.jpg?v=1652575973 800w"
IBUPROFENO 400mg Comp. x 20,1190,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834099_IBUPROFENO_BE_COM_400MGX20_200x.jpg?v=1659710208 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834099_IBUPROFENO_BE_COM_400MGX20_300x.jpg?v=1659710208 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834099_IBUPROFENO_BE_COM_400MGX20_400x.jpg?v=1659710208 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834099_IBUPROFENO_BE_COM_400MGX20_500x.jpg?v=1659710208 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834099_IBUPROFENO_BE_COM_400MGX20_600x.jpg?v=1659710208 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834099_IBUPROFENO_BE_COM_400MGX20_700x.jpg?v=1659710208 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834099_IBUPROFENO_BE_COM_400MGX20_800x.jpg?v=1659710208 800w"
IBUPROFENO 400mg Comp. x 20,1190,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_ce47dd21-92ab-4b40-aec6-0bf9a56e2728_200x.jpg?v=1652576250 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_ce47dd21-92ab-4b40-aec6-0bf9a56e2728_300x.jpg?v=1652576250 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_ce47dd21-92ab-4b40-aec6-0bf9a56e2728_400x.jpg?v=1652576250 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_ce47dd21-92ab-4b40-aec6-0bf9a56e2728_500x.jpg?v=1652576250 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_ce47dd21-92ab-4b40-aec6-0bf9a56e2728_600x.jpg?v=1652576250 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_ce47dd21-92ab-4b40-aec6-0bf9a56e2728_700x.jpg?v=1652576250 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833337_IBUPROFENO_COM_600MGX20_ce47dd21-92ab-4b40-aec6-0bf9a56e2728_800x.jpg?v=1652576250 800w"
IBUPROFENO 600mg Comp. Rec. x 20,1490,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/780007771353_IBUPROFENO_COM_600MGX20_200x.jpg?v=1652716396 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/780007771353_IBUPROFENO_COM_600MGX20_300x.jpg?v=1652716396 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/780007771353_IBUPROFENO_COM_600MGX20_400x.jpg?v=1652716396 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/780007771353_IBUPROFENO_COM_600MGX20_500x.jpg?v=1652716396 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/780007771353_IBUPROFENO_COM_600MGX20_600x.jpg?v=1652716396 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/780007771353_IBUPROFENO_COM_600MGX20_700x.jpg?v=1652716396 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/780007771353_IBUPROFENO_COM_600MGX20_800x.jpg?v=1652716396 800w"
IBUPROFENO 600 mg comp. x 20,1490,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880028_IBUPROFENO_600_mg_comp_x20_c54a1b46-179b-4c1b-9cea-7df2cad224ae_200x.jpg?v=1658934607 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880028_IBUPROFENO_600_mg_comp_x20_c54a1b46-179b-4c1b-9cea-7df2cad224ae_300x.jpg?v=1658934607 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880028_IBUPROFENO_600_mg_comp_x20_c54a1b46-179b-4c1b-9cea-7df2cad224ae_400x.jpg?v=1658934607 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880028_IBUPROFENO_600_mg_comp_x20_c54a1b46-179b-4c1b-9cea-7df2cad224ae_500x.jpg?v=1658934607 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880028_IBUPROFENO_600_mg_comp_x20_c54a1b46-179b-4c1b-9cea-7df2cad224ae_600x.jpg?v=1658934607 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880028_IBUPROFENO_600_mg_comp_x20_c54a1b46-179b-4c1b-9cea-7df2cad224ae_700x.jpg?v=1658934607 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880028_IBUPROFENO_600_mg_comp_x20_c54a1b46-179b-4c1b-9cea-7df2cad224ae_800x.jpg?v=1658934607 800w"
IBUPROFENO 400mg Comp. Rec. x 20,1190,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771278_IBUPROFENO_400mg_Comp_Rec_x20_eedcdf3b-b2ff-44e2-bc34-bfa7bbc24dee_200x.jpg?v=1657228898 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771278_IBUPROFENO_400mg_Comp_Rec_x20_eedcdf3b-b2ff-44e2-bc34-bfa7bbc24dee_300x.jpg?v=1657228898 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771278_IBUPROFENO_400mg_Comp_Rec_x20_eedcdf3b-b2ff-44e2-bc34-bfa7bbc24dee_400x.jpg?v=1657228898 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771278_IBUPROFENO_400mg_Comp_Rec_x20_eedcdf3b-b2ff-44e2-bc34-bfa7bbc24dee_500x.jpg?v=1657228898 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771278_IBUPROFENO_400mg_Comp_Rec_x20_eedcdf3b-b2ff-44e2-bc34-bfa7bbc24dee_600x.jpg?v=1657228898 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771278_IBUPROFENO_400mg_Comp_Rec_x20_eedcdf3b-b2ff-44e2-bc34-bfa7bbc24dee_700x.jpg?v=1657228898 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771278_IBUPROFENO_400mg_Comp_Rec_x20_eedcdf3b-b2ff-44e2-bc34-bfa7bbc24dee_800x.jpg?v=1657228898 800w"
IBUPROFENO 600mg Comp. Rec. x 20,1490,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771353_IBUPROFENO_600MG_COMP_REC_X_20_200x.jpg?v=1656051982 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771353_IBUPROFENO_600MG_COMP_REC_X_20_300x.jpg?v=1656051982 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771353_IBUPROFENO_600MG_COMP_REC_X_20_400x.jpg?v=1656051982 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771353_IBUPROFENO_600MG_COMP_REC_X_20_500x.jpg?v=1656051982 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771353_IBUPROFENO_600MG_COMP_REC_X_20_600x.jpg?v=1656051982 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771353_IBUPROFENO_600MG_COMP_REC_X_20_700x.jpg?v=1656051982 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007771353_IBUPROFENO_600MG_COMP_REC_X_20_800x.jpg?v=1656051982 800w"
IBUPROFENO 100mg/5ml susp. X 100 ml,1990,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833504_IBUPROFENO_100mg_5ml_susp.X100_ml_200x.jpg?v=1654269709 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833504_IBUPROFENO_100mg_5ml_susp.X100_ml_300x.jpg?v=1654269709 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833504_IBUPROFENO_100mg_5ml_susp.X100_ml_400x.jpg?v=1654269709 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833504_IBUPROFENO_100mg_5ml_susp.X100_ml_500x.jpg?v=1654269709 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833504_IBUPROFENO_100mg_5ml_susp.X100_ml_600x.jpg?v=1654269709 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833504_IBUPROFENO_100mg_5ml_susp.X100_ml_700x.jpg?v=1654269709 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620833504_IBUPROFENO_100mg_5ml_susp.X100_ml_800x.jpg?v=1654269709 800w"
